created_at,description,publisher_name,title,video_id,status,contributor,duration,hits_count,plays_count,availability,custom_fields
2015-07-30 23:53:47 UTC,,copy of f21c8f20c903c,test video,529697b632521,available,copy of f21c8f20c903c,30.116,0,0,available,"[{""name""=>""category"", ""value""=>""""}, {""name""=>""date uploaded"", ""value""=>""""}, {""name""=>""instructor_name"", ""value""=>""""}, {""name""=>""jive_video_ID"", ""value""=>""""}, {""name""=>""playlist-enum2"", ""value""=>""""}, {""name""=>""sitemap-url"", ""value""=>""""}, {""name""=>""video-enum"", ""value""=>""""}, {""name""=>""video-non"", ""value""=>""""}]"
2015-10-07 01:02:07 UTC,,ccamota-root@lexmark.com,titania-kidd,fac42f071287a,available,ccamota-root@lexmark.com,34.784,1,2,available,"[{""name""=>""category"", ""value""=>""""}, {""name""=>""date uploaded"", ""value""=>""""}, {""name""=>""instructor_name"", ""value""=>""""}, {""name""=>""jive_video_ID"", ""value""=>""""}, {""name""=>""playlist-enum2"", ""value""=>""""}, {""name""=>""sitemap-url"", ""value""=>""""}, {""name""=>""video-enum"", ""value""=>""""}, {""name""=>""video-non"", ""value""=>""""}]"
2015-11-12 04:45:22 UTC,,ccamota-root@lexmark.com,tw_test_a,f790dda5f15a0,available,ccamota-root@lexmark.com,4.998,34,0,available,"[{""name""=>""category"", ""value""=>""""}, {""name""=>""date uploaded"", ""value""=>""""}, {""name""=>""instructor_name"", ""value""=>""""}, {""name""=>""jive_video_ID"", ""value""=>""""}, {""name""=>""playlist-enum2"", ""value""=>""""}, {""name""=>""sitemap-url"", ""value""=>""""}, {""name""=>""video-enum"", ""value""=>""""}, {""name""=>""video-non"", ""value""=>""""}]"
2015-11-12 05:51:52 UTC,,ccamota-root@lexmark.com,tw_test_b,8fc8c52b22a6c,available,ccamota-root@lexmark.com,30.07,3,0,available,"[{""name""=>""category"", ""value""=>""""}, {""name""=>""date uploaded"", ""value""=>""""}, {""name""=>""instructor_name"", ""value""=>""""}, {""name""=>""jive_video_ID"", ""value""=>""""}, {""name""=>""playlist-enum2"", ""value""=>""""}, {""name""=>""sitemap-url"", ""value""=>""""}, {""name""=>""video-enum"", ""value""=>""""}, {""name""=>""video-non"", ""value""=>""""}]"
2015-11-12 07:07:21 UTC,,ccamota-root@lexmark.com,tw_test_c,b35fd29d94e4b,available,ccamota-root@lexmark.com,4.998,1,0,available,"[{""name""=>""category"", ""value""=>""""}, {""name""=>""date uploaded"", ""value""=>""""}, {""name""=>""instructor_name"", ""value""=>""""}, {""name""=>""jive_video_ID"", ""value""=>""""}, {""name""=>""playlist-enum2"", ""value""=>""""}, {""name""=>""sitemap-url"", ""value""=>""""}, {""name""=>""video-enum"", ""value""=>""""}, {""name""=>""video-non"", ""value""=>""""}]"
2015-11-18 00:19:50 UTC,,ccamota-root@lexmark.com,vampire-11-18-2015_release,6a73ee3c63c86,available,ccamota-root@lexmark.com,4.998,10,0,available,"[{""name""=>""category"", ""value""=>""""}, {""name""=>""date uploaded"", ""value""=>""""}, {""name""=>""instructor_name"", ""value""=>""""}, {""name""=>""jive_video_ID"", ""value""=>""""}, {""name""=>""playlist-enum2"", ""value""=>""""}, {""name""=>""sitemap-url"", ""value""=>""""}, {""name""=>""video-enum"", ""value""=>""""}, {""name""=>""video-non"", ""value""=>""""}]"
2015-09-15 22:55:44 UTC,,ccamota-root@lexmark.com,vampire_2,03505c3c7ea4b,available,ccamota-root@lexmark.com,5.039,3,1,available,"[{""name""=>""category"", ""value""=>""""}, {""name""=>""date uploaded"", ""value""=>""""}, {""name""=>""instructor_name"", ""value""=>""""}, {""name""=>""jive_video_ID"", ""value""=>""""}, {""name""=>""playlist-enum2"", ""value""=>""""}, {""name""=>""sitemap-url"", ""value""=>""""}, {""name""=>""video-enum"", ""value""=>""""}, {""name""=>""video-non"", ""value""=>""""}]"
2015-11-23 22:51:27 UTC,,ccamota-root@lexmark.com,vampireA,1d967d48b2049,available,ccamota-root@lexmark.com,4.998,0,0,available,"[{""name""=>""category"", ""value""=>""""}, {""name""=>""date uploaded"", ""value""=>""""}, {""name""=>""instructor_name"", ""value""=>""""}, {""name""=>""jive_video_ID"", ""value""=>""""}, {""name""=>""playlist-enum2"", ""value""=>""""}, {""name""=>""sitemap-url"", ""value""=>""""}, {""name""=>""video-enum"", ""value""=>""""}, {""name""=>""video-non"", ""value""=>""""}]"
2015-10-21 05:18:52 UTC,,ccamota-root@lexmark.com,vampire-alt,ea88ddcd08061,available,ccamota-root@lexmark.com,4.998,6,3,available,"[{""name""=>""category"", ""value""=>""""}, {""name""=>""date uploaded"", ""value""=>""""}, {""name""=>""instructor_name"", ""value""=>""""}, {""name""=>""jive_video_ID"", ""value""=>""""}, {""name""=>""playlist-enum2"", ""value""=>""""}, {""name""=>""sitemap-url"", ""value""=>""""}, {""name""=>""video-enum"", ""value""=>""""}, {""name""=>""video-non"", ""value""=>""""}]"
2015-10-20 22:50:02 UTC,,ccamota-root@lexmark.com,vampire_alt_test,4791dc1a91bef,available,ccamota-root@lexmark.com,5.084,6,5,available,"[{""name""=>""category"", ""value""=>""""}, {""name""=>""date uploaded"", ""value""=>""""}, {""name""=>""instructor_name"", ""value""=>""""}, {""name""=>""jive_video_ID"", ""value""=>""""}, {""name""=>""playlist-enum2"", ""value""=>""""}, {""name""=>""sitemap-url"", ""value""=>""""}, {""name""=>""video-enum"", ""value""=>""""}, {""name""=>""video-non"", ""value""=>""""}]"
2015-11-19 01:02:30 UTC,,ccamota-root@lexmark.com,vampire-new-test,55b59e7613377,available,ccamota-root@lexmark.com,4.998,1,0,available,"[{""name""=>""category"", ""value""=>""""}, {""name""=>""date uploaded"", ""value""=>""""}, {""name""=>""instructor_name"", ""value""=>""""}, {""name""=>""jive_video_ID"", ""value""=>""""}, {""name""=>""playlist-enum2"", ""value""=>""""}, {""name""=>""sitemap-url"", ""value""=>""""}, {""name""=>""video-enum"", ""value""=>""""}, {""name""=>""video-non"", ""value""=>""""}]"
2015-09-15 22:51:36 UTC,,ccamota-root@lexmark.com,vampire_sample,93d166c6403a6,available,ccamota-root@lexmark.com,4.97,1,2,available,"[{""name""=>""category"", ""value""=>""""}, {""name""=>""date uploaded"", ""value""=>""""}, {""name""=>""instructor_name"", ""value""=>""""}, {""name""=>""jive_video_ID"", ""value""=>""""}, {""name""=>""playlist-enum2"", ""value""=>""""}, {""name""=>""sitemap-url"", ""value""=>""""}, {""name""=>""video-enum"", ""value""=>""""}, {""name""=>""video-non"", ""value""=>""""}]"
2015-09-23 02:32:12 UTC,,ccamota-root@lexmark.com,Westcon_1,d9cef77a50066,available,ccamota-root@lexmark.com,348.486,7,10,available,"[{""name""=>""category"", ""value""=>""""}, {""name""=>""date uploaded"", ""value""=>""""}, {""name""=>""instructor_name"", ""value""=>""""}, {""name""=>""jive_video_ID"", ""value""=>""""}, {""name""=>""playlist-enum2"", ""value""=>""""}, {""name""=>""sitemap-url"", ""value""=>""""}, {""name""=>""video-enum"", ""value""=>""""}, {""name""=>""video-non"", ""value""=>""""}]"
2015-10-21 05:10:41 UTC,,ccamota-root@lexmark.com,Westcon-a,b41040530bb45,available,ccamota-root@lexmark.com,348.486,0,0,available,"[{""name""=>""category"", ""value""=>""""}, {""name""=>""date uploaded"", ""value""=>""""}, {""name""=>""instructor_name"", ""value""=>""""}, {""name""=>""jive_video_ID"", ""value""=>""""}, {""name""=>""playlist-enum2"", ""value""=>""""}, {""name""=>""sitemap-url"", ""value""=>""""}, {""name""=>""video-enum"", ""value""=>""""}, {""name""=>""video-non"", ""value""=>""""}]"
2015-10-21 04:55:29 UTC,,ccamota-root@lexmark.com,Westcon-b,932a81d0d3556,available,ccamota-root@lexmark.com,348.369,0,0,available,"[{""name""=>""category"", ""value""=>""""}, {""name""=>""date uploaded"", ""value""=>""""}, {""name""=>""instructor_name"", ""value""=>""""}, {""name""=>""jive_video_ID"", ""value""=>""""}, {""name""=>""playlist-enum2"", ""value""=>""""}, {""name""=>""sitemap-url"", ""value""=>""""}, {""name""=>""video-enum"", ""value""=>""""}, {""name""=>""video-non"", ""value""=>""""}]"
2015-09-23 03:02:17 UTC,,ccamota-root@lexmark.com,wetcon_avi,1f8ade3ad9319,available,ccamota-root@lexmark.com,348.509,2,4,available,"[{""name""=>""category"", ""value""=>""""}, {""name""=>""date uploaded"", ""value""=>""""}, {""name""=>""instructor_name"", ""value""=>""""}, {""name""=>""jive_video_ID"", ""value""=>""""}, {""name""=>""playlist-enum2"", ""value""=>""""}, {""name""=>""sitemap-url"", ""value""=>""""}, {""name""=>""video-enum"", ""value""=>""""}, {""name""=>""video-non"", ""value""=>""""}]"
2015-06-11 00:23:12 UTC,,ccamota-root@lexmark.com,Wildlife in HD,86b33209ccddd,available,ccamota-root@lexmark.com,30.116,0,0,available,"[{""name""=>""category"", ""value""=>""""}, {""name""=>""date uploaded"", ""value""=>""""}, {""name""=>""instructor_name"", ""value""=>""""}, {""name""=>""jive_video_ID"", ""value""=>""""}, {""name""=>""playlist-enum2"", ""value""=>""""}, {""name""=>""sitemap-url"", ""value""=>""""}, {""name""=>""video-enum"", ""value""=>""""}, {""name""=>""video-non"", ""value""=>""""}]"
